words,sentiment_coeff
complaining,27.934947418503526
whoever,31.855295944241046
moving_forward,33.37452283826309
bubble,30.538925504172166
childrens,31.1542113117494
stress,30.294263041972975
cold,-35.1818452437152
take_picture,-34.3409244731846
laptop_phone,-33.75573567407384
take_break,40.27650615266838
yard,-32.05867956330814
coming_back,-22.457703848351862
depending,-37.369224885618195
air,-29.56159901661964
covid_started,-33.416753872741936
value,-29.674981621113258
mommy,36.5920117880726
chance,-21.16411971968376
guess_good,35.810402631930046
night_come,31.377514122006634
cause,32.15383495911842
constant_battle,36.86915972844697
get_fresh,-37.64836911491603
goodness,-33.31216595599843
effort,-44.12889081313276
precovid,17.14387013365965
last_week,-31.82843918587806
policy,-35.94905449875611
order,-35.251886493882594
dropped,-33.890169313627865
office,39.5687302370457
ton,29.610761382705086
sensory,-35.79386075589079
asks,-26.112238655081242
think_socially,-25.867997770334732
discord_chat,28.978819576470034
getting_dressed,-33.21095765621722
exercise,40.037565821379644
sheltered,-29.796751110918713
cyber_security,-31.482590355313423
isolating,18.966791106707173
technology_usage,30.060011236574084
pajama,29.14869996964536
asthma,-31.57193871441406
dependent,34.961082670771404
negotiating,-33.5310404103835
network,36.040614017128796
flexibility,-28.491175696797235
seven_hour,30.913562304107685
jump,-29.957655555816288
affected,-21.819692783407138
negative_aspect,37.107744849506844
interacting,37.092135885929395
meal,-35.64953559455915
bad_day,44.81062047525309
ride,33.03890697168782
chat_room,28.10125130773831
direction,40.33793408074437
outdoors,-27.27307254382055
watching_tv,-30.233903236155196
much_tv,26.697280346504677
watch_tv,32.305167915035426
withdrew,-27.64351812137823
sitting_desk,31.63499268516254
happens,30.392882561902187
tottenville,-38.679869323817904
habit,37.767801755280836
came_back,30.85423767027866
face_face,-25.34412065010157
service,21.58608630013547
grab,-29.15502664486823
weather,-36.7832407023545
zoom_zoom,-32.06275163326245
instagram_tiktok,27.77096952912316
facebook_instagram,35.90071433459511
theth_grade,-37.475182620954634
went_around,-37.04054351595514
became_obsessed,27.720674041962422
drop,36.81140934583588
permission,-31.411174983757014
made_aware,-30.30982594364397
interrupted,31.97870088331756
trash,40.00476879830176
voice,-22.29017992213068
streak,-39.04526430668793
spending,-29.74140151140317
whatsapp,29.655598067889954
baby,32.88533971913063
miss_parent,30.366966666269168
looking_screen,-38.812985349556655
guiding,28.536150079668396
yeah_wanted,-26.08237428696737
yelling,-34.53383418654544
wear,35.14358220154399
sad,-39.899273259256326
cannot_stop,28.273119519006016
alexa,-17.915111023592246
picking,-29.478903872201037
go_eat,36.57208411838249
larger,-30.06264572580188
normally,-25.60697612191858
planning,34.468228170385174
porn,43.54402890842146
never_seen,24.06940664252611
toy,31.56069242012187
growth,28.58467877756795
interestingly_enough,19.90907944008563
showing,-31.140999010798836
inappropriate,27.855849569619206
graduated,28.51599484825722
distressing_time,37.40459982236429
artist,31.684447325421864
apologize,31.42606521282172
need_met,42.64828085704038
running,-37.425800825314084
wearing_mask,-31.584429128308972
contact_people,-36.56586358241033
bullying,33.093842625405806
throughout,32.54988042882054
pay_attention,28.295510242502644
broke,33.28892390198921
making_sure,37.170326162147475
iphone,-28.706241194535654
indoors,-30.493997057810343
endless,-30.224021051850364
creative,31.077387576123886
say_hey,-31.515182181014204
famous,-28.76987974199049
ton_money,32.52737324855047
following,36.141461660637965
appointment,-32.6445609355953
lot_harder,25.82506769475941
self,-29.557454220287735
current,-32.297966984268506
beautiful_day,21.22342502354157
ocd,-31.199737617684317
teacher_teaching,-32.7843081139155
teacher_amazing,-34.65511310884199
middle_daughter,41.372368166555304
household,-25.936311497206322
actually_improved,-35.43515374591695
foot,-21.449012806819443
tremendous,32.68499807439235
happier,-32.91981929955095
setup,-39.129414252463675
played_game,31.800775665742623
kid_age,-31.61926035173985
six_month,34.11004930223633
child_mom,28.24269609062612
birthday,-24.177938026372658
private,-36.134094970515434
one_reason,-37.53239244616886
super,-30.40623890856748
afternoon,-31.539342999907866
feeding,36.94670184777886
road,23.926329659762565
apart,41.82007160914415
chose,-42.26332228665172
prek,-31.390752778969638
guess_sort,-35.41094223492317
mention,28.105356484223343
structure,26.176297470596253
number,37.968761675156905
playing_many,-24.884467920309113
reward,37.86309541104217
addition,-30.01238015336725
theyearold,-24.609565477569358
written,-26.315238352842158
filter,33.91500957255163
capable,-26.079000433423147
getting_trouble,-29.0659129900585
term_education,27.25699772828995
socialize,28.761040804577256
like_drug,31.26241895030845
jumping,-35.98389897592316
must,-29.195869881760533
laid,26.108763062949915
child_never,29.079574003417875
successful,-33.836626348083335
cannot_believe,-31.659943136071746
camp,-40.147685020440704
curious,33.42756017298896
killing,-30.30791483545441
accept,31.242944067698286
focusing,-24.887674726529855
cognitive_behavioral,-28.53892402571473
lot_restriction,-31.444388752273586
wish,24.91466871935709
past_month,-26.06928284530972
affecting,33.85133741113153
fault,23.56848681172927
flip_side,25.11549418910473
fighting,27.26094311335125
daughter_never,-30.988567815981988
go_anywhere,28.505853428727654
car,29.99196784944182
end_day,29.334854044219856
introvert,32.533197682235645
big_part,32.608087479673785
go_twice,-33.65321762311345
directly,26.692658222911202
case_think,-21.96493924197745
exact,28.819161859810666
year_september,34.55949276691655
spectrum,36.65540075766231
graduating,-26.659790322105053
several_time,35.56909678536372
password,31.708361644369184
evening,27.87833014848714
let_play,-29.528118595058967
positive_outcome,-36.05690786964146
similarly,-29.178912407437682
developed,-32.61880507370292
would_send,31.147887928930764
mother,27.57797057413426
wall,34.930720950871866
managed,-26.785184036246108
french,42.60234863885681
grew,32.80330596879418
line,24.078450185995035
six_foot,30.062216246766283
becoming,35.244351408816804
rip,29.63571251368641
pool,-24.220137376336616
florida,43.644894907623105
play_minecraft,-21.396912280806244
failing,28.93233465979079
get_upset,27.8716808556153
could_look,-33.45233599002661
make_sense,-29.492842723119377
interesting_see,-28.765104243389167
much_comfortable,26.73885601402021
finding,-36.864036752883415
waiting,24.006493296261148
support_system,30.86988188347788
spent,26.405144521242843
social_emotional,38.638383721280626
school_issued,-25.810046499147223
everywhere,-28.820347992687456
falling,-33.785652357524626
younger_daughter,-38.72178164639743
walk_around,34.77693171195204
extra_help,42.17408452167954
really_smart,36.550805683420464
motivated,-16.11256072342395
acting,40.909853171164265
sat,-31.58259890413806
fish,34.50994083329814
fish_tank,-32.98656479746009
kindergarten,29.96235293895788
rather,-36.72132862958632
backwards,30.038012641012365
towards,-38.563211207322546
much_harder,27.81261526135521
pc,26.637509457601364
schooling,-37.91042922813685
structured,-34.31383568532426
running_around,32.39116199212822
midnight,-33.65534933556538
pushing,29.977991143493227
outweigh,29.490534464351956
lego,-33.43529091840589
sits,24.70007247780137
sevenyearold,-32.36187778163333
throughout_day,26.101361631630972
away_screen,30.367518731153933
opposite,31.317427924492048
spend,30.616619867088705
bother,-33.6300158774142
choose,34.398265099745565
active,-32.0518560764607
technologically,34.21294451065736
favorite,38.87968824310314
surprise,32.9148701511587
progress,32.14336499273585
high_functioning,-31.38974282820054
list,26.695280034724384
handing_assignment,32.84386838445642
wide,-32.500414255705216
frustrated,-33.28882054470254
act,31.562281428336433
oh_god,35.2649058172139
depended,29.128634765416066
forced,43.281732255432146
fly,31.464147358529218
cell_phone,-28.240385837725746
anticipating,-24.591272448382473
report,-31.92268226236978
special_ed,-29.943712800300084
whole_new,-24.908150004140683
definitely_become,-28.593714602921946
strategy,22.325344271699574
electronic,30.463283701912623
draw,37.58870051777697
drug,25.105337573104823
admit,-39.12413226970203
lying,36.98024108745976
tends,-22.881371819219513
spring,-31.68568077500624
level,-31.211775286954364
relate,-19.217426329229788
pop,28.836462900388785
man,32.44397853701548
educational_program,31.205935911836235
none,-28.559065188555405
blocked,33.89333207830284
website,25.66611760219041
unnecessary,-40.27750245528554
apartment,-30.069566537097725
lose,-36.771025512223495
cool,31.058886251540386
encyclopedia,42.09665891126028
annoying,25.778544444503343
lived,-28.446049982455847
get_worse,29.536589175476784
nintendo_switch,-36.94368733815775
